,title,theme,key_words,url
8781,SATCORPS CERES GEO Edition 4 GOES-15 Southern Hemisphere Version 1.2,"ceres,geospatial","earth science,atmosphere,clouds,ngda,national geospatial data asset",https://doi.org/10.5067/GOES15/CERES/GEO_ED4_SH_V01.2
8782,"IceBridge GPS L1B Time-Tagged Real-Time Position and Attitude Solution, Version 1",geospatial,"earth science,spectral/engineering,platform characteristics",https://doi.org/10.5067/DHESIUQ7O4YG
8783,"MERRA-2 const_2d_lnd_Nx: 2d, constants Land Surface Diagnostics 0.625 x 0.5 degree V5.12.4 (M2C0NXLND) at GES DISC","merra-2,geospatial","earth science,agriculture,soils,atmosphere,atmospheric temperature",https://doi.org/10.5067/3KDJP4SU2WOE
8784,"CLPX-Model: Rapid Update Cycle 40km (RUC-40) Model Output Reduced Data, Version 1",geospatial,"earth science,cryosphere,snow/ice,atmosphere,atmospheric temperature,precipitation,atmospheric radiation,altitude,clouds,atmospheric pressure,land surface,soils,atmospheric water vapor,terrestrial hydrosphere,surface water,atmospheric winds",https://doi.org/10.5067/J2K5LZWPH0F3
8785,Three-dimensional off-lattice Monte Carlo simulations of interstellar grain-surface chemistry and ice structure,,active,https://techport.nasa.gov/view/18519
8786,LIMS/Nimbus-7 Level 1 Radiance Data V001 (LIMSN7L1RAT) at GES DISC,"nimbus,geospatial","spectral/engineering,ngda,earth science,national geospatial data asset,infrared wavelengths",https://cmr.earthdata.nasa.gov:443/search/concepts/C1582609108-GES_DISC.html
8787,VIIRS/NPP Snow Cover 6-Min L2 Swath 375m V001,geospatial,"earth science,cryosphere,snow/ice",https://doi.org/10.5067/VIIRS/VNP10.001
8788,ROSETTA-ORBITER STEINS OSINAC 4 AST1 RDR-STR-REFL V1.0,earth science,"international rosetta mission,2867 steins",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-A-OSINAC-4-AST1-STEINS-STR-REFL-V1.0
8789,"ROSETTA-ORBITER 67P RSI 1/2/3
                                     COMET ESCORT 3 0960 V1.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RSI-1%2F2%2F3-ESC3-0960-V1.0
8790,"Identification and Reduction of Turbomachinery Noise, Phase II",,"completed,glenn research center",https://techport.nasa.gov/view/5998
8791,"MERRA-2 tavgU_3d_trb_Np: 3d,diurnal,Time-Averaged,Pressure-Level,Assimilation,Turbulence Diagnostics 0.625 x 0.5 degree V5.12.4 (M2TUNPTRB) at GES DISC","merra-2,geospatial","earth science,atmosphere,atmospheric radiation,atmospheric winds",https://doi.org/10.5067/2A99C60CG7WC
8792,Human skin fibroblast mitochondrial depletion 0.5 Gy alpha-particle,earth science,"p-gse24945-1,p-gse24945-6,p-gse24945-3,p-gse24945-8,p-gse24945-7,p-gse24945-2,p-gse24945-4,p-gse24945-5,bioassay_data_transformation,hybridization,grow,feature_extraction,image_aquisition,specified_biomaterial_action,nucleic_acid_extraction,labeling,ionizing radiation,mitochondrial status,dose",https://data.nasa.gov/d/8289-nz53
8793,GPM GROUND VALIDATION PAWNEE RADAR MC3E V1,"mc3e,geospatial","earth science,spectral/engineering,radar",https://cmr.earthdata.nasa.gov:443/search/concepts/C1625128759-GHRC_CLOUD.html
8794,GulfCarbon,geospatial,"earth science,oceans,ocean chemistry,ocean optics,ocean temperature,salinity/density,ngda,national geospatial data asset",https://doi.org/10.5067/SeaBASS/GULFCARBON/DATA001
8795,"NPP Multi-Biome: TEM Calibration Data, 1992, R1","npp,geospatial","earth science,biosphere,ecological dynamics,vegetation",https://doi.org/10.3334/ORNLDAAC/471
8796,ROSETTA-ORBITER CHECKOUT OSIWAC 4 CR5 RDR-REFLECT V1.0,earth science,"international rosetta mission,4 vesta",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-X-OSIWAC-4-CR5-CHKOUT-REFLECT-V1.0
8797,PHOENIX MARS SURFACE STEREO IMAGER 5 REACHABILITY OPS V1.0,earth science,"phoenix,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=PHX-M-SSI-5-REACHABILITY-OPS-V1.0
8798,"RF Front End Based on MEMS Components for Miniaturized Digital EVA Radio, Phase I",,"completed,johnson space center",https://techport.nasa.gov/view/9023
8799,ROSETTA-ORBITER CAL/EARTH ALICE 2 EAR3 V1.0,earth science,"moon,calibration,international rosetta mission,earth",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-CAL%2FE-ALICE-2-EAR3-V1.0
8800,"Polymer Derived Yttrium Silicate Cermai Matrix Composite Hot Structure Materials for Atmospheric Entry Vrhicles, Phase I",,"active,langley research center",https://techport.nasa.gov/view/94711
8801,MISR Level 2 TOA/Cloud Stereo Product subset for the GoMACCS region V002,"gomaccs_2006,geospatial","earth science,atmosphere,clouds",https://cmr.earthdata.nasa.gov:443/search/concepts/C1625796322-LARC.html
8802,"ROSETTA-ORBITER 67P RSI 1/2/3
                                     COMET ESCORT 3 0881 V1.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RSI-1%2F2%2F3-ESC3-0881-V1.0
8803,"Stress-Matched RF and Thermal Control Coatings for Membrane Antennas, Phase I",,"completed,jet propulsion laboratory",https://techport.nasa.gov/view/8748
8804,"NPP Tropical Forest: Kade, Ghana, 1957-1972, R1","npp,geospatial","ecological dynamics,vegetation,biosphere,earth science",https://doi.org/10.3334/ORNLDAAC/216
8805,NEAR SPICE KERNELS CRUISE1,earth science,"near earth asteroid rendezvous,eros",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=NEAR-A-SPICE-6-CRUISE1-V1.0
8806,Characterization of a Green Solid Electric Propellant Microthruster for Small Spacecraft,,"active,missouri university of science and technology",https://techport.nasa.gov/view/91462
8807,"Medical Operations Decision Support System, Phase II",,"johnson space center,completed",https://techport.nasa.gov/view/8718
8808,PHOENIX MARS SURFACE STEREO IMAGER 5 NORMAL OPS V1.0,earth science,"phoenix,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=PHX-M-SSI-5-NORMAL-OPS-V1.0
8809,Gazetteer of Planetary Nomenclature: Saturnian System: Janus,space science,"working group for planetary system nomenclature,epimetheus,moons,imagery,images,phoebe,iapetus,hyperion,titan,rhea,dione,tethys,enceladus,mimas,janus,usgs,saturn",http://planetarynames.wr.usgs.gov/Page/Images
8810,"ROSETTA-ORBITER 67P RSI 1/2/3
                                     PRELANDING 0234 V1.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RSI-1%2F2%2F3-PRL-0234-V1.0
8811,"Global Subnational Infant Mortality Rates, Version 2.01","pmp,geospatial","population,human dimensions,earth science",https://doi.org/10.7927/0gdn-6y33
8812,"PHOENIX MARS SURFACE STEREO IMAGER 
                                      5 ANAGLYPH OPS V1.0",earth science,"phoenix,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=PHX-M-SSI-5-ANAGLYPH-OPS-V1.0
8813,ROSETTA-ORBITER 67P OSINAC 4 ESC2-MTP015 RDR-INF-REFL V1.0,earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSINAC-4-ESC2-67P-M15-INF-REFL-V1.0
8814,"Advanced Portable Fine Water Mist Fire Extinguisher for Spacecraft, Phase II",,"completed,glenn research center",https://techport.nasa.gov/view/8685
8815,"CERES and GEO-Enhanced TOA, Within-Atmosphere and Surface Fluxes, Clouds and Aerosols Monthly Terra-NPP Edition1A","ceres,geospatial","earth science,atmosphere,atmospheric radiation,clouds,atmospheric temperature,atmospheric pressure,atmospheric water vapor,biosphere,vegetation,aerosols,ngda,national geospatial data asset",https://doi.org/10.5067/TERRA+NPP/CERES/SYN1DEG-MONTH_L3.01A
8816,"NPP Tropical Forest: San Eusebio, Venezuela, 1973-1974, R1","npp,geospatial","earth science,biosphere,ecological dynamics,vegetation",https://doi.org/10.3334/ORNLDAAC/480
8817,"Small Sub-micron-Particle Position-Resolving Laser-Doppler Velocimeter for High-Speed Flows, Phase I",,"completed,langley research center",https://techport.nasa.gov/view/90094
8818,"ULYSSES JUPITER SOLAR CORONA EXPER.
                                        RANGING DATA 10 MIN AVG",earth science,"ulysses,jupiter",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=ULY-J-SCE-4-SUMM-RANGING-10MIN-V1.0
8819,"System Engineering Process Realization Toolkit, Phase I",,"goddard space flight center,completed",https://techport.nasa.gov/view/6081
8820,Forest Canopy Composition (SNF),"snf,geospatial","earth science,atmosphere,atmospheric radiation,biosphere,vegetation",https://doi.org/10.3334/ORNLDAAC/143
8821,"ROSETTA-ORBITER 67P RSI 1/2/3
                                     PRELANDING 0250 V1.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RSI-1%2F2%2F3-PRL-0250-V1.0
8822,Measurement of Air Pollution from Satellites (MAPS) Office of Space and Terrestrial Applications - 3 (OSTA3) Carbon Monoxide 5 degree by 5 degree data,"maps,geospatial","earth science,atmosphere,air quality,atmospheric chemistry",https://doi.org/10.5067/MAPS_OSTA3_CO5X5_HDF
8823,Cluster of CubeSats for Multi-Angle Measurements of Bidirectional Reflectance Distribution Function (BRDF),,"active,massachusetts institute technology",https://techport.nasa.gov/view/88598
8824,GPM SSM/I on F14 (GPROF) Climate-based Radiometer Precipitation Profiling L2 1.5 hours 12 km V05 (GPM_2AGPROFF14SSMI_CLIM) at GES DISC,"gpm,geospatial","earth science,atmosphere,atmospheric water vapor,precipitation",https://doi.org/10.5067/GPM/SSMI/F14/GPROFCLIM/2A/05
8825,MODIS/Aqua Net Primary Production Yearly L4 Global 500m SIN Grid V061,"aqua,geospatial","earth science,biosphere,ecological dynamics,ngda,national geospatial data asset",https://doi.org/10.5067/MODIS/MYD17A3H.061
8826,"PHOENIX MARS ROBOTIC ARM CAMERA 
                                      4 LINEARIZED OPS V1.0",earth science,"phoenix,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=PHX-M-RAC-4-LINEARIZED-OPS-V1.0
8827,"Transpiration Cooled Thrust Chamber Technology, Phase I",,"johnson space center,completed",https://techport.nasa.gov/view/5878
8828,Prognostics Performance Evaluation,,"dashlink,ames,nasa",https://c3.nasa.gov/dashlink/resources/81/
8829,New Scan Modes in Ion Trap Mass Spectrometers for Planetary Exploration,,active,https://techport.nasa.gov/view/88626
8830,"Shockwave Fabrication of High Performance Thermoelectrics, Phase II",,"langley research center,completed",https://techport.nasa.gov/view/10363
8831,NEAR XRS SPECTRA FOR CRUISE 3 PHASE,earth science,"solar system,near earth asteroid rendezvous",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=NEAR-A-XRS-2-EDR-CRUISE3-V1.0
8832,"Distributed Electric Propulsion Aircraft Comprehensive Analysis and Design Tool, Phase I",,"ames research center,active",https://techport.nasa.gov/view/93453
8833,Millennium Ecosystem Assessment: MA Population,"ma,geospatial","earth science,human dimensions,population",https://doi.org/10.7927/H4CF9N1K
8834,ADEOS-I Ocean Color and Temperature Scanner (OCTS) Particulate Inorganic Carbon (PIC) Global Binned Data,geospatial,"earth science,oceans,ocean chemistry,ngda,national geospatial data asset",https://doi.org/10.5067/ADEOS-I/OCTS/L3B/PIC/2014
8835,SMAPVEX12 Surface Roughness Data for Agricultural Area V001,"smapvex12,geospatial","earth science,land surface,topography",https://doi.org/10.5067/QB4JHGKXH16O
8836,"NEW HORIZONS
      REX POST-LAUNCH CHECKOUT
      RAW V2.0",earth science,"new horizons,calibration",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=NH-X-REX-2-LAUNCH-V2.0
8837,"Manufacturing Advanced Channel Wall Rocket Liners, Phase II",,"marshall space flight center,completed",https://techport.nasa.gov/view/33785
8838,"In Situ Wake Vortex Encounter Detection and Reporting System, Phase I",,"langley research center,completed",https://techport.nasa.gov/view/8419
8839,Panchromatic Fourier Transform Spectrometer (PanFTS) Instrument for the Geostationary Coastal and Air Pollution Events (GEO-CAPE) Mission,,"completed,nasa headquarters",https://techport.nasa.gov/view/10953
8840,LAT Bright Source List,space science,"gamma-ray,gssc,glast ssc,glast,fermi,high-energy,gro,egret,compton,bursts,acd,energy,balloon,cgro,gamma",https://data.nasa.gov/d/83ar-prbm
8841,ATLAS/ICESat-2 L3A Along Track Inland Surface Water Data V004,geospatial,"surface water,earth science,terrestrial hydrosphere",https://doi.org/10.5067/ATLAS/ATL13.004
8842,SMAP_L1A_RADAR_METADATA_V002,geospatial,"earth science,spectral/engineering,platform characteristics,radar,earth observation satellites,nasa decadal survey,smap,earth remote sensing instruments,active remote sensing,imaging radars",https://cmr.earthdata.nasa.gov:443/search/concepts/C1243119801-ASF.html
8843,Lidar In-Space Technology Experiment (LITE) L1,"lite,geospatial","earth science,atmosphere,aerosols",https://doi.org/Not provided
8844,ROSETTA-ORBITER 67P OSIWAC 2 PRL-MTP002 EDR V3.0,earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSIWAC-2-PRL-67PCHURYUMOV-M02-V3.0
8845,VIIRS/NPP Nadir BRDF-Adjusted Reflectance Daily L3 Global 1 km SIN Grid NRT,"lance,suomi-npp,geospatial","earth science,land surface,surface radiative properties",https://doi.org/10.5067/VIIRS/VNP43MA4N.001
8846,ASTEROID ALBEDOS V1.0,earth science,"support archives,asteroid",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=EAR-A-5-DDR-ALBEDOS-V1.0
8847,A Gravitational Wave Detector Based on an Atom Interferometer,,"nasa headquarters,completed",https://techport.nasa.gov/view/13750
8848,ROSETTA-ORBITER 67P RPCIES 5 EXT3 V1.0,earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RPCIES-5-EXT3-V1.0
8849,"OCO-2 Level 2 geolocated XCO2 retrieval results and algorithm diagnostic information, Retrospective Processing V8r (OCO2_L2_Diagnostic) at GES DISC","oco,geospatial","earth science,atmosphere,atmospheric chemistry,ngda,national geospatial data asset",https://doi.org/10.5067/3F8CGGB55EP1
8850,ULYSSES JUPITER HISCALE LEMS 120 ION COUNTS,earth science,"jupiter,ulysses",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=ULY-J-HISCALE-4-SUMM-LEMS120-V1.0
8851,PDS Mars Reconnaissance Orbiter Data 7,earth science,"mcs,rss,pds,ctx,hirise,spice,crism,marci,sharad",https://pds.jpl.nasa.gov/tools/subscription_service/SS-Release.shtml
8852,"Enhancement, Demonstration, and Validation of the Wideband Instrument for Snow Measurements: An 8-40 GHz Wideband Instrument for Snow Measurements (WISM)",,"nasa headquarters,active",https://techport.nasa.gov/view/92992
8853,GPM GMI (GPROF) Radiometer Precipitation Profiling L2A 1.5 hours 13 km V05 (GPM_2AGPROFGPMGMI) at GES DISC,"gpm,geospatial","earth science,atmosphere,atmospheric water vapor,precipitation",https://doi.org/10.5067/GPM/GMI/GPM/GPROF/2A/05
8854,ROSETTA-ORBITER COMET PRELANDING OSINAC 2 EDR data,earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSINAC-2-PRL-67PCHURYUMOV-M03-V1.0
8855,"Effects of BLI and Inflow Distortion on Noise Generation and Performance of Fan-Rotor, Phase I",,"glenn research center,active",https://techport.nasa.gov/view/94567
8856,Land Surface Reflectance - 17-ETM+,geospatial,"earth science,land surface,surface radiative properties,topography",https://cmr.earthdata.nasa.gov:443/search/concepts/C1220567906-USGS_LTA.html
8857,"NEW HORIZONS                            
      LEISA PLUTO ENCOUNTER                                                   
      CALIBRATED V2.0",earth science,"new horizons,charon,pluto",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=NH-P-LEISA-3-PLUTO-V2.0
8858,VIIRS/NPP BRDF/Albedo Local Solar Noon Daily L3 Global 30ArcSec CMG V001,"npp-jpss,geospatial","earth science,land surface,surface radiative properties",https://doi.org/10.5067/VIIRS/VNP43D41.001
8859,ROSETTA-LANDER 67P MUPUS 2 FSS V1.0,earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RL-C-MUPUS-2-FSS-V1.0
8860,Conformal Carbon Nanotubes for Stray Light Suppression,,"completed,goddard space flight center",https://techport.nasa.gov/view/11795
8861,CALIPSO Lidar L2 5 km Cloud Layer Data V3-01,earth science,"climate,cloud,atmospheric science,eos,radiation,aerosol,satellite",https://data.nasa.gov/d/83yz-nhj6
8862,"CASSINI ORBITER SATURN
                              ISSNA/ISSWA 2 EDR VERSION 1.0",earth science,"janus,telesto,mimas,jupiter,bebhionn,helene,fornjot,skathi,iapetus,erriapo,sun,aegaeon,greip,albiorix,pallene,loge,polydeuces,enceladus,saturn,daphnis,bergelmir,erriapus,prometheus,narvi,phoebe,surtur,kiviuq,anthe,pandora,titan,suttung,ymir,tethys,tarvos,cassini-huygens,dione,skoll,hyperion,kari,siarnaq,thrym,mundilfari,ijiraq,skadi,s rings,bestla,methone,tarqeq,hyrokkin,calypso,paaliaq,earth,hati,atlas,rhea,epimetheus,pan",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=CO-S-ISSNA%2FISSWA-2-EDR-V1.0
8863,"Flexure Based Electro-Magnetic Drive for High Torque Motor, Phase I",,"jet propulsion laboratory,completed",https://techport.nasa.gov/view/17976
8864,"VG2 URA TRAJECTORY DERIV SUMM
                                      HELIOGRAPHIC COORDS 48SEC V1.0",earth science,"voyager,uranus",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=VG2-U-POS-5-SUMM-HGCOORDS-48SEC-V1.0
8865,NPP Visible Infrared Imager-Radiometer Suite (VIIRS) Inherent Optical Properties (IOP) Global Binned Data,geospatial,"earth science,oceans,ocean optics",https://doi.org/10.5067/NPP/VIIRS/L3B/IOP/2018
8866,Landsat 8 Operational Land Imager (OLI) and Thermal Infrared Sensor (TIRS) Collection 1 V1,geospatial,"earth science,spectral/engineering,visible wavelengths,infrared wavelengths",https://cmr.earthdata.nasa.gov:443/search/concepts/C1427461962-USGS_EROS.html
